car_prices_in_rupee,kms_driven,transmission,ownership,manufacture,Seats,fuel_type_Cng,fuel_type_Diesel,fuel_type_Electric,fuel_type_Lpg,fuel_type_Petrol
20.75,46000,1,2,2019,5,0,1,0,0,0
19.5,140000,0,1,2018,5,0,1,0,0,0
10.6,3500,1,1,2021,7,0,0,0,0,1
5.4,120000,0,1,2015,5,0,1,0,0,0
9.5,79100,1,1,2017,6,0,1,0,0,0
1.75,60000,0,2,2009,5,0,0,0,0,1
10,30000,0,1,2022,5,0,0,0,0,1
8.25,46000,0,1,2020,5,0,1,0,0,0
8.6,65232,0,1,2018,7,0,0,0,0,1
2.7,106865,0,1,2010,7,0,1,0,0,0
8,49900,1,1,2016,5,0,1,0,0,0
2.65,100000,0,3,2007,5,0,1,0,0,0
5.25,110000,0,1,2015,5,0,1,0,0,0
5.76,9000,1,1,2020,7,0,0,0,0,1
9.45,15000,0,1,2020,5,0,0,0,0,1
4.5,100000,0,2,2013,5,0,1,0,0,0
8.15,80000,1,2,2017,5,0,0,0,0,1
5.32,80000,0,1,2015,5,0,1,0,0,0
11.25,11000,1,1,2021,5,0,0,0,0,1
7.25,50000,1,2,2015,5,0,0,0,0,1
5.75,90000,0,1,2015,5,0,1,0,0,0
5,90000,0,1,2018,5,0,0,0,0,1
9.75,93500,1,1,2019,5,0,1,0,0,0
9.99,32000,1,2,2017,5,0,0,0,0,1
3.4,60000,0,1,2014,5,0,0,0,0,1
2.15,70000,0,2,2015,4,0,1,0,0,0
8.6,70000,1,2,2017,5,0,0,0,0,1
15.25,18999,1,2,2010,5,0,0,0,0,1
3.5,110000,1,2,2007,5,0,0,0,0,1
3.15,145000,0,2,2011,5,0,1,0,0,0
1.9,60000,0,1,2008,5,0,0,0,0,1
2.5,50000,0,1,2012,5,0,1,0,0,0
3.3,70000,0,2,2015,7,0,0,0,0,1
5.9,48000,0,1,2015,5,0,0,0,0,1
8,80000,0,3,2014,5,0,1,0,0,0
7.75,40000,0,1,2020,5,0,1,0,0,0
7,50000,0,1,2015,5,0,1,0,0,0
2,158763,0,1,2012,7,0,1,0,0,0
3.1,90000,0,2,2012,5,0,1,0,0,0
7.5,120000,0,3,2013,7,0,1,0,0,0
5.5,60000,0,2,2015,5,0,0,0,0,1
9,70000,0,1,2015,5,0,1,0,0,0
4.25,97320,0,1,2012,5,0,0,0,0,1
4.9,118393,0,1,2014,5,0,1,0,0,0
8.9,24774,0,1,2021,5,0,0,0,0,1
1.7,50000,0,1,2010,5,0,0,0,0,1
4.9,13800,1,1,2020,5,0,0,0,0,1
4,147000,0,2,2011,5,0,1,0,0,0
4.8,50000,0,3,2016,7,0,0,0,0,1
3.2,50000,0,2,2017,8,0,0,0,0,1
8.5,30000,0,1,2018,5,0,1,0,0,0
14.9,56001,0,1,2014,5,0,1,0,0,0
7.25,60000,0,1,2016,5,0,1,0,0,0
10.39,32976,1,2,2016,5,0,0,0,0,1
3.54,6830,0,1,2014,5,0,0,0,0,1
3.28,76018,0,1,2016,5,0,0,0,0,1
2.7,65841,0,1,2016,7,0,0,0,0,1
7.99,29943,0,2,2017,5,0,0,0,0,1
5.01,35383,0,1,2014,5,0,1,0,0,0
4.75,50000,1,2,2012,5,0,0,0,0,1
1.34,63723,0,1,2010,5,0,0,0,0,1
3.4,75270,0,1,2016,5,1,0,0,0,0
2.64,80502,0,3,2011,5,0,0,0,0,1
2.24,39520,0,1,2013,5,0,0,0,0,1
2.95,60000,0,1,2011,5,0,0,0,0,1
2.65,79000,0,1,2010,7,0,0,0,0,1
4.85,66000,0,1,2015,5,0,1,0,0,0
4.63,116509,0,2,2012,4,0,1,0,0,0
10.85,76398,1,2,2012,5,0,1,0,0,0
4.47,61000,0,1,2014,5,0,0,0,0,1
18.5,80000,1,2,2014,5,0,1,0,0,0
6.04,64803,0,1,2016,5,0,1,0,0,0
2.52,34453,0,1,2010,5,0,0,0,0,1
5.75,17348,1,2,2017,5,0,0,0,0,1
6,102732,0,1,2018,5,0,1,0,0,0
4,90592,1,1,2013,5,0,0,0,0,1
7.5,80000,0,1,2018,5,0,1,0,0,0
4.7,19062,0,1,2015,5,0,0,0,0,1
10.75,65000,1,1,2015,5,0,0,0,0,1
5.25,45000,1,1,2011,5,0,0,0,0,1
3.98,83634,0,1,2013,7,0,1,0,0,0
20.5,103000,1,2,2013,7,0,1,0,0,0
5.99,42032,1,2,2016,5,0,1,0,0,0
4.36,89653,0,3,2014,7,0,1,0,0,0
9.5,82000,1,3,2013,5,0,1,0,0,0
12.25,50000,1,1,2013,5,0,1,0,0,0
18.75,98000,1,1,2018,5,0,0,0,0,1
3.93,71033,0,2,2014,7,0,1,0,0,0
3.25,95000,1,3,2009,5,0,0,0,0,1
12,68000,0,2,2018,5,0,1,0,0,0
12.75,98000,1,2,2013,5,0,1,0,0,0
1.99,92860,0,1,2008,5,0,1,0,0,0
3,77132,0,1,2012,5,0,0,0,0,1
1.35,118971,1,2,2008,5,0,1,0,0,0
21.85,28000,1,1,2021,5,0,0,1,0,0
2.73,71760,1,1,2010,5,0,0,0,0,1
9.13,84612,1,1,2014,5,0,1,0,0,0
5.93,124183,0,1,2017,5,0,1,0,0,0
3.41,47756,0,1,2016,5,1,0,0,0,0
3.75,37125,0,1,2011,5,0,0,0,0,1
3.52,87013,0,3,2013,5,0,0,0,0,1
2.71,149232,0,1,2010,5,0,0,0,0,1
2.54,82145,0,3,2012,5,0,0,0,0,1
2.82,75805,0,1,2011,5,0,1,0,0,0
5.75,73000,0,1,2015,5,0,1,0,0,0
1.9,91717,0,2,2009,5,0,0,0,0,1
3.17,61828,0,1,2013,7,0,0,0,0,1
2.38,98554,0,1,2012,5,0,0,0,0,1
4.62,112696,0,2,2013,5,0,0,0,0,1
24.18,9329,1,1,2013,5,0,1,0,0,0
6.66,64419,0,1,2017,5,0,1,0,0,0
5.63,91892,0,1,2016,5,0,1,0,0,0
4.79,50827,0,2,2015,5,0,0,0,0,1
5.53,69167,0,1,2015,5,0,0,0,0,1
11.82,35343,0,1,2021,5,0,1,0,0,0
2.36,100527,0,1,2012,5,0,0,0,0,1
3.67,54239,1,1,2020,7,0,0,1,0,0
3.13,26457,0,3,2018,5,0,0,0,0,1
4.86,67231,0,1,2014,5,1,0,0,0,0
1.21,74228,0,1,2008,5,0,0,0,1,0
4.51,55362,0,1,2017,5,1,0,0,0,0
1.79,80896,1,3,2010,5,0,0,0,0,1
12.7,2263,0,1,2022,5,0,0,0,0,1
17.5,25000,0,1,2021,8,0,1,0,0,0
10.08,14572,0,1,2021,7,0,0,0,0,1
5.66,91865,0,1,2011,5,0,1,0,0,0
5.95,77000,0,1,2015,4,0,1,0,0,0
3.95,36109,0,1,2014,7,0,0,0,0,1
29.75,72000,1,2,2012,7,0,0,0,0,1
30,73500,1,1,2018,5,0,1,0,0,0
5.96,212171,0,1,2015,7,0,1,0,0,0
7.12,73079,0,1,2016,5,0,0,0,0,1
15.46,47791,1,1,2017,5,0,1,0,0,0
4.9,89982,0,2,2015,5,0,0,0,0,1
1.13,100694,0,3,2008,5,0,0,0,0,1
3.03,42788,0,2,2013,5,0,0,0,0,1
2.76,53127,0,2,2012,7,0,0,0,0,1
2.57,47832,0,2,2010,5,0,1,0,0,0
8.79,119570,0,2,2010,5,0,1,0,0,0
3.23,13251,0,1,2015,5,0,0,0,0,1
14.32,10514,1,1,2021,4,0,0,0,0,1
4.44,58613,0,1,2013,5,0,0,0,0,1
3.25,56000,0,2,2011,5,0,0,0,0,1
3,210000,0,1,2014,5,0,0,0,0,1
2.49,103000,1,2,2010,5,0,0,0,0,1
3.45,86000,0,1,2012,5,0,0,0,0,1
2.99,76000,0,1,2011,5,0,0,0,0,1
3.25,76000,1,2,2011,5,0,0,0,0,1
4,40000,0,3,2017,5,1,0,0,0,0
17.5,50000,1,1,2018,7,0,1,0,0,0
10.3,20000,1,1,2018,5,0,0,0,0,1
6.69,74000,0,1,2012,5,0,1,0,0,0
1.2,120000,0,3,2008,5,0,0,0,0,1
1.05,70000,0,2,2009,5,0,0,0,0,1
6.5,87000,0,2,2015,5,0,1,0,0,0
1.4,110000,0,3,2007,7,0,0,0,0,1
16.5,61000,1,1,2017,5,0,0,0,0,1
5.8,21300,0,1,2016,5,0,0,0,0,1
5.2,110000,0,3,2015,5,0,1,0,0,0
12.15,11400,1,1,2022,5,0,0,0,0,1
7,30000,0,1,2018,5,0,0,0,0,1
5.5,120000,0,3,2014,5,0,1,0,0,0
5,98000,0,1,2014,5,0,0,0,0,1
3.55,50000,0,1,2010,6,0,0,0,0,1
1.5,100000,0,2,2007,5,0,0,0,0,1
4.5,73000,0,1,2013,5,0,0,0,0,1
5.5,90786,0,2,2007,5,0,1,0,0,0
10.48,14801,0,1,2020,5,0,1,0,0,0
1.1,70000,0,3,2008,5,0,0,0,0,1
3.5,40000,0,4,2017,5,0,0,0,0,1
3.5,120000,0,1,2014,5,0,1,0,0,0
4.5,77000,0,1,2016,5,0,1,0,0,0
7.5,90000,0,1,2017,7,0,1,0,0,0
1.7,100000,0,2,2008,5,0,0,0,0,1
2,175000,0,3,2010,5,0,1,0,0,0
9.21,155000,0,2,2015,5,0,1,0,0,0
1.5,170000,0,2,2007,5,0,1,0,0,0
3,70000,0,3,2010,5,0,0,0,0,1
2.35,25000,0,1,2012,5,0,0,0,1,0
1.25,72000,0,2,2008,5,0,0,0,0,1
9,8500,1,1,2021,5,0,0,0,0,1
2.6,120000,0,1,2014,5,0,1,0,0,0
3,100000,0,2,2014,5,0,1,0,0,0
15,10000,1,1,2021,5,0,0,0,0,1
4.15,70000,0,2,2013,5,0,1,0,0,0
8.75,32000,0,1,2015,5,0,0,0,0,1
4.5,70000,1,3,2015,5,0,0,0,0,1
8,110000,0,2,2017,5,0,1,0,0,0
1.3,80000,0,2,2006,5,0,0,0,0,1
4.5,90000,0,2,2015,5,0,1,0,0,0
11,50000,1,1,2021,5,0,1,0,0,0
1.3,50000,0,3,2010,5,0,0,0,0,1
2,120000,0,4,2005,5,0,1,0,0,0
2.59,108000,0,4,2013,5,0,0,0,0,1
3,60000,0,2,2015,5,0,0,0,0,1
4.5,50000,0,2,2016,5,0,0,0,0,1
1.4,110000,0,3,2007,5,0,0,0,0,1
5.25,60000,0,1,2017,5,0,0,0,0,1
11.9,75000,1,2,2011,5,0,1,0,0,0
24.75,50000,1,1,2015,5,0,1,0,0,0
17.11,69000,1,1,2016,5,0,0,0,0,1
11.7,135000,1,1,2011,7,0,1,0,0,0
28,24000,1,1,2018,5,0,1,0,0,0
18.75,72000,1,1,2011,5,0,0,0,0,1
7.75,126000,1,2,2012,5,0,1,0,0,0
18.5,61000,1,2,2015,5,0,1,0,0,0
2.5,60000,0,1,2008,5,0,0,0,0,1
5,5000,0,1,2019,5,0,0,0,0,1
3.8,25000,0,2,2020,5,0,0,0,0,1
9.5,50000,1,1,2015,5,0,0,0,0,1
5,60000,0,1,2013,5,0,1,0,0,0
3.45,96000,0,2,2009,5,0,1,0,0,0
1.39,120000,0,4,2007,5,0,0,0,0,1
7.11,70000,1,1,2016,5,0,0,0,0,1
7.99,22045,0,1,2019,7,0,0,0,0,1
2.4,110000,0,3,2011,5,0,0,0,0,1
2.85,70000,0,2,2012,5,0,1,0,0,0
6.4,141292,0,1,2011,5,0,1,0,0,0
1.9,93313,0,2,2010,5,0,0,0,0,1
7,20798,0,1,2018,5,0,0,0,0,1
3.9,91849,0,1,2015,5,1,0,0,0,0
6.25,15758,0,1,2019,5,0,0,0,0,1
2.5,80000,0,2,2010,5,0,0,0,0,1
5.45,121000,0,1,2013,5,0,1,0,0,0
6.1,83114,0,1,2015,5,0,0,0,0,1
5.95,76357,0,1,2015,5,0,0,0,0,1
9.6,10000,1,1,2020,5,0,0,0,0,1
1.05,90000,0,2,2007,5,0,0,0,0,1
6.3,50000,0,1,2017,5,0,0,0,0,1
4.5,40000,0,2,2017,5,1,0,0,0,0
5.5,110000,0,2,2016,5,0,1,0,0,0
6.4,25000,1,1,2017,5,0,0,0,0,1
4.5,120000,0,1,2017,5,0,1,0,0,0
2.61,120000,0,2,2014,5,0,0,0,1,0
4.35,100000,0,2,2013,5,0,1,0,0,0
7.4,110000,0,1,2019,5,0,1,0,0,0
5.7,40000,0,1,2019,7,0,0,0,0,1
2.9,80000,0,1,2015,5,0,0,0,0,1
3.15,100000,0,1,2013,5,1,0,0,0,0
6.25,50000,0,1,2015,5,0,1,0,0,0
9.5,87000,1,2,2007,5,0,1,0,0,0
1.9,110000,0,2,2010,5,0,1,0,0,0
4.25,64000,0,1,2010,5,0,0,0,0,1
2,77000,0,1,2010,5,0,1,0,0,0
1.4,110000,0,3,2007,5,0,0,0,0,1
2.8,100000,0,2,2011,5,0,1,0,0,0
1,50000,0,1,2004,5,0,0,0,0,1
2.95,62000,0,2,2013,5,0,0,0,0,1
1.7,120000,0,3,2002,5,0,1,0,0,0
4.1,120000,0,2,2018,5,1,0,0,0,0
3.6,90000,0,2,2016,5,0,0,0,0,1
4,80000,0,2,2013,5,0,1,0,0,0
1.7,120000,0,2,2007,2,0,0,0,0,1
3.1,15000,1,1,2018,5,0,0,0,0,1
17,80000,1,1,2017,5,0,0,0,0,1
5,90000,1,1,2011,5,0,1,0,0,0
5.8,10000,0,1,2021,7,1,0,0,0,0
6.5,70000,0,1,2017,5,0,1,0,0,0
3.5,100000,1,3,2008,5,0,0,0,0,1
5.5,160000,0,5,2012,5,0,1,0,0,0
3.4,48000,0,1,2014,5,0,0,0,0,1
3.1,90000,0,2,2011,5,0,1,0,0,0
2.5,50000,0,3,2016,5,0,0,0,0,1
3.5,30000,0,1,2017,5,0,1,0,0,0
3.9,35000,0,2,2018,5,0,0,0,0,1
6.49,70000,1,2,2010,5,0,1,0,0,0
6.85,69146,1,2,2006,5,0,1,0,0,0
29,67000,1,2,2016,5,0,1,0,0,0
5.45,99452,0,1,2016,5,0,1,0,0,0
5.5,28330,0,1,2020,5,0,0,0,0,1
6.15,50960,0,1,2017,5,0,0,0,0,1
14.2,13575,1,1,2021,5,0,0,0,0,1
1.9,85000,0,2,2008,5,0,0,0,0,1
2.65,85000,0,2,2012,5,0,0,0,0,1
17,7020,1,0,2022,5,0,0,0,0,1
15,3638,1,0,2022,5,0,0,0,0,1
15.25,4792,0,0,2022,5,0,0,0,0,1
19.25,11193,1,0,2022,5,0,0,0,0,1
11.13,67008,0,3,2017,5,0,1,0,0,0
2.45,81000,0,1,2010,5,0,0,0,0,1
3.3,80000,0,2,2011,4,0,1,0,0,0
5.35,17000,0,1,2016,5,0,0,0,0,1
7.95,22000,1,1,2019,5,0,0,0,0,1
7.5,31000,0,1,2021,5,1,0,0,0,0
1.7,72000,0,2,2015,5,1,0,0,0,0
5.2,68000,1,1,2017,5,0,0,0,0,1
3.2,32935,0,1,2017,5,0,0,0,0,1
5.7,16000,0,1,2018,5,0,0,0,0,1
3.3,72224,0,1,2013,5,0,0,0,0,1
2.95,35667,0,1,2017,5,0,0,0,0,1
3.75,58602,0,1,2015,7,0,0,0,0,1
2.45,40102,0,1,2012,5,0,0,0,0,1
4.95,70518,0,1,2017,5,0,0,0,0,1
3.41,133876,0,1,2013,5,0,0,0,0,1
8.11,7309,1,1,2020,5,0,0,0,0,1
5.36,209362,0,1,2015,5,0,1,0,0,0
2.98,105685,1,2,2010,5,0,0,0,0,1
1.14,58415,0,2,2008,5,0,0,0,0,1
2.85,69411,0,2,2010,5,0,0,0,0,1
7.15,31356,0,1,2017,5,0,0,0,0,1
1.58,112640,0,3,2009,5,0,0,0,0,1
18.28,49289,1,1,2020,4,0,1,0,0,0
1.66,86208,0,4,2010,5,0,0,0,0,1
6.94,40530,0,1,2016,5,0,0,0,0,1
6.49,44877,0,1,2016,7,0,0,0,0,1
3.16,92170,0,1,2018,5,1,0,0,0,0
1.83,94301,0,1,2008,5,0,0,0,0,1
5.28,5140,0,2,2018,5,0,0,0,0,1
5.3,86261,1,3,2013,5,0,1,0,0,0
3.8,240521,0,1,2015,5,0,1,0,0,0
15.5,74000,1,1,2016,7,0,0,0,0,1
15.95,19900,1,1,2021,7,0,0,1,0,0
2.75,105014,0,3,2011,5,0,1,0,0,0
8,27174,1,1,2021,5,0,0,0,0,1
3.64,68671,0,1,2016,5,0,0,0,0,1
6.75,78452,0,1,2015,7,0,1,0,0,0
4.49,51200,0,2,2014,5,0,0,0,0,1
8.9,138314,1,1,2015,5,0,1,0,0,0
22.5,117000,1,1,2017,5,0,1,0,0,0
6.3,135000,0,1,2016,5,0,1,0,0,0
18.8,4595,0,1,2022,7,0,1,0,0,0
3.5,58503,0,1,2017,7,0,0,0,0,1
25.8,39000,1,1,2020,5,0,1,0,0,0
6.9,71000,0,1,2017,5,0,1,0,0,0
6.5,79369,0,1,2012,5,0,1,0,0,0
5.5,100000,0,1,2015,5,0,0,0,0,1
5,10000,1,1,2021,5,0,0,0,0,1
5.25,22000,1,1,2018,5,0,0,0,0,1
3.8,21321,0,1,2018,5,0,0,0,0,1
17.5,8826,1,1,2022,5,0,0,0,0,1
23.5,14000,1,1,2018,5,0,0,0,0,1
4,20000,0,1,2014,4,0,0,0,0,1
5.47,40000,0,1,2017,7,0,0,0,0,1
6.5,25000,0,1,2017,5,0,0,0,0,1
4.2,30000,0,2,2019,5,0,0,0,0,1
7.5,98725,0,1,2013,5,0,1,0,0,0
2.65,59632,0,1,2012,5,0,0,0,0,1
15,71230,1,1,2018,5,0,1,0,0,0
5,50000,0,1,2014,5,0,1,0,0,0
9.8,117302,0,1,2015,5,0,1,0,0,0
4.35,78318,0,1,2013,5,0,0,0,0,1
4.7,98836,0,1,2013,5,0,1,0,0,0
10.5,88235,0,1,2019,5,0,1,0,0,0
3.8,120000,0,2,2013,5,0,1,0,0,0
4,110000,0,2,2012,5,0,1,0,0,0
12.5,84738,0,1,2018,7,0,1,0,0,0
1.5,60000,0,3,2007,5,0,0,0,0,1
6.5,38238,0,1,2017,5,0,0,0,0,1
7.25,114996,1,1,2016,5,0,1,0,0,0
10.9,68269,0,1,2016,5,0,1,0,0,0
8.5,15000,0,1,2020,5,0,0,0,0,1
5.25,101000,0,1,2015,5,0,1,0,0,0
5.1,90000,0,1,2013,5,0,1,0,0,0
3.6,103000,0,1,2012,7,0,1,0,0,0
1.25,66000,0,1,2005,5,0,0,0,0,1
6.75,90623,0,1,2014,7,0,0,0,0,1
2.3,100000,0,2,2008,5,0,1,0,0,0
27.3,71000,1,1,2019,5,0,1,0,0,0
6.7,70000,1,2,2017,7,0,1,0,0,0
6.2,38431,0,1,2012,5,0,1,0,0,0
6.65,110000,0,1,2018,5,0,1,0,0,0
4.5,110000,0,2,2013,7,0,1,0,0,0
12.5,249535,0,1,2011,5,0,1,0,0,0
6.8,59858,0,1,2018,5,0,0,0,0,1
4.5,89506,0,1,2013,5,0,1,0,0,0
11.5,76365,0,1,2016,5,0,1,0,0,0
4.5,120000,0,2,2014,5,0,0,0,0,1
1.1,35000,0,2,2011,5,0,0,0,0,1
11.5,25000,1,1,2018,5,0,0,0,0,1
2.39,81000,0,2,2015,5,0,1,0,0,0
7.5,98328,1,1,2019,5,0,0,0,0,1
12,50000,1,2,2016,5,0,1,0,0,0
7.85,52548,0,1,2017,5,0,0,0,0,1
2.18,80000,0,2,2010,5,0,1,0,0,0
2.5,50000,0,1,2007,5,0,0,0,0,1
16,10000,0,1,2022,5,0,0,0,0,1
8,60000,0,1,2020,5,0,0,0,0,1
7.52,15000,0,1,2020,5,0,0,0,0,1
4.5,100000,0,1,2016,7,0,1,0,0,0
12.8,27726,0,1,2018,5,0,0,0,0,1
2.1,180000,0,2,2012,5,0,1,0,0,0
2.5,40000,0,1,2009,8,0,0,0,0,1
13.5,80252,0,1,2016,5,0,1,0,0,0
4.2,90000,0,1,2014,5,0,0,0,0,1
1.3,75000,0,2,2006,5,0,0,0,0,1
5.5,120000,0,1,2010,5,0,1,0,0,0
4.25,57988,1,1,2019,5,0,0,0,0,1
6.1,85000,0,1,2014,7,0,1,0,0,0
4.3,62000,0,1,2017,5,0,0,0,0,1
5,63000,0,1,2019,7,0,0,0,0,1
3.9,65000,0,1,2011,5,0,0,0,0,1
8.5,65000,0,1,2020,5,0,1,0,0,0
11.2,99000,0,1,2017,5,0,1,0,0,0
7,80000,0,1,2017,7,0,1,0,0,0
7.86,5000,0,1,2021,5,0,0,0,0,1
1,110000,0,2,2010,5,0,1,0,0,0
4,142366,0,1,2012,5,0,1,0,0,0
2.5,170000,0,3,2015,5,0,1,0,0,0
4.1,54000,0,1,2017,5,0,0,0,0,1
3.5,15000,0,1,2020,5,0,0,0,0,1
11,42550,0,1,2021,5,0,0,0,0,1
3.8,110000,0,2,2018,5,0,0,0,0,1
1.49,70000,0,2,2007,5,0,0,0,0,1
1.65,90000,0,3,2004,5,0,0,0,0,1
16,50540,1,1,2019,5,0,1,0,0,0
7.5,35000,0,1,2020,5,0,0,0,0,1
2.5,30000,0,2,2017,5,0,0,0,0,1
3,90000,0,2,2010,5,0,1,0,0,0
6.3,25000,0,1,2020,5,0,0,0,0,1
3.8,100000,0,2,2015,5,0,0,0,0,1
2.55,90000,0,2,2008,5,0,0,0,0,1
11.8,33783,0,1,2019,5,0,0,0,0,1
4,50000,1,2,2016,5,0,0,0,0,1
7.2,30000,0,1,2019,5,0,0,0,0,1
4.9,50000,0,2,2019,5,0,0,0,0,1
3.25,25000,0,2,2017,5,0,0,0,0,1
5.95,40000,0,2,2019,5,0,0,0,0,1
8.35,68414,0,1,2018,5,0,1,0,0,0
7.35,91777,1,1,2016,5,0,1,0,0,0
3.95,79399,0,1,2011,5,0,1,0,0,0
10.8,70683,1,1,2018,5,0,1,0,0,0
3.25,37820,0,1,2015,5,0,0,0,0,1
4.75,25943,0,1,2017,5,0,0,0,0,1
5.2,63470,0,1,2014,5,0,1,0,0,0
7.5,56500,0,1,2017,5,0,1,0,0,0
5.8,46364,1,1,2018,5,0,0,0,0,1
6.3,138571,0,1,2016,5,0,1,0,0,0
10.3,15000,1,1,2020,5,0,0,0,0,1
2.59,44357,0,2,2009,7,0,0,0,0,1
5.5,20000,0,1,2020,5,0,0,0,0,1
5.3,60152,0,1,2014,5,0,1,0,0,0
7,10000,0,1,2020,7,0,0,0,0,1
13.5,25000,0,1,2017,5,0,1,0,0,0
4.5,50000,1,2,2018,5,0,0,0,0,1
9.75,44599,0,1,2018,5,0,1,0,0,0
7.6,289000,0,2,2013,5,0,1,0,0,0
2.5,80000,0,1,2007,5,0,0,0,0,1
1.65,120000,0,2,2007,5,0,0,0,0,1
15.5,60000,0,1,2020,8,0,0,0,0,1
3.25,60000,0,1,2014,5,0,0,0,0,1
5.5,70000,0,2,2015,5,0,0,0,0,1
6.8,90000,0,2,2017,5,0,1,0,0,0
2.4,156000,0,2,2006,5,0,1,0,0,0
3.5,35000,0,1,2014,5,0,0,0,0,1
13.5,78000,0,1,2020,5,0,1,0,0,0
7.6,40000,1,1,2017,5,0,0,0,0,1
1.4,40000,0,2,2005,5,0,0,0,0,1
11,25000,0,1,2021,5,0,1,0,0,0
7,80000,0,1,2019,5,0,0,0,0,1
1.2,77450,0,2,2008,4,0,0,0,0,1
5.1,170000,0,1,2015,5,0,1,0,0,0
7.1,15000,1,2,2020,5,0,0,0,0,1
1.5,132000,0,1,2005,5,0,1,0,0,0
1.25,58000,0,1,2006,5,0,0,0,0,1
2.5,60000,0,1,2011,5,0,0,0,0,1
6.5,40000,0,1,2016,5,0,0,0,0,1
3.5,80000,0,2,2004,7,0,0,0,0,1
5.45,70000,0,1,2018,5,0,1,0,0,0
3.85,55726,0,1,2011,5,0,1,0,0,0
11.5,92916,0,1,2019,5,0,1,0,0,0
3.5,120000,0,4,2005,5,0,1,0,0,0
2.8,120000,0,2,2011,4,0,1,0,0,0
3.95,110000,0,1,2015,6,0,1,0,0,0
3.5,90000,0,2,2013,5,0,0,0,0,1
1.2,120000,0,2,2009,7,0,0,0,1,0
21.5,8000,0,1,2022,5,0,1,0,0,0
5.95,70000,0,2,2015,5,0,1,0,0,0
11.3,69824,0,1,2020,5,0,1,0,0,0
4.6,40000,0,1,2016,5,0,0,0,0,1
5,121000,1,2,2012,7,0,1,0,0,0
1.4,40000,0,2,2010,5,0,0,0,0,1
8.5,50000,1,1,2016,5,0,1,0,0,0
1.6,100000,0,2,2006,7,0,0,0,0,1
6.5,70000,0,2,2015,5,0,1,0,0,0
3,120000,0,1,2012,5,0,0,0,0,1
2.95,90000,0,2,2011,7,0,0,0,0,1
19.5,120000,1,2,2015,5,0,1,0,0,0
4.5,80000,0,1,2011,5,0,1,0,0,0
4.5,110000,0,2,2013,5,0,0,0,0,1
9.13,40000,0,1,2019,5,0,0,0,0,1
20.95,35700,1,1,2017,5,0,1,0,0,0
6.8,35000,0,1,2021,5,0,0,0,0,1
7.51,43000,0,1,2016,7,0,0,0,0,1
5.2,30000,0,1,2018,5,0,0,0,0,1
7.65,68000,0,1,2018,5,0,1,0,0,0
1.2,90000,0,2,2009,5,0,0,0,0,1
5.1,120000,0,2,2012,5,0,1,0,0,0
1,50000,0,1,2007,5,0,0,0,0,1
4.65,38800,0,2,2017,5,0,0,0,0,1
1.3,110000,0,2,2007,5,0,0,0,0,1
4.35,20439,0,1,2019,5,0,0,0,0,1
1.3,110000,0,3,2006,5,0,0,0,0,1
1.6,120000,0,2,2007,5,0,0,0,0,1
3,110000,0,2,2006,5,0,0,0,0,1
6.5,80000,0,1,2018,5,0,1,0,0,0
4.5,60000,0,1,2017,5,0,0,0,0,1
9,20000,0,1,2021,5,0,0,0,0,1
7.5,70000,1,2,2011,5,0,1,0,0,0
4.3,50000,0,1,2018,5,0,0,0,0,1
1.3,200000,0,2,2008,5,0,1,0,0,0
1.7,120000,0,3,2003,5,0,0,0,0,1
1.2,80000,0,2,2007,5,0,0,0,0,1
1.3,50000,0,2,2012,7,0,0,0,0,1
6,15000,0,1,2019,5,0,0,0,0,1
2.95,52552,0,1,2014,5,0,0,0,0,1
5.6,63565,0,1,2015,5,0,1,0,0,0
11.2,154659,0,1,2015,5,0,1,0,0,0
10.5,27850,0,1,2020,5,0,1,0,0,0
8.8,50000,0,1,2018,7,0,0,0,0,1
16.9,37000,0,1,2017,5,0,1,0,0,0
4.3,96384,0,1,2011,7,0,0,0,0,1
3.9,66070,0,1,2011,5,0,0,0,0,1
5,77500,0,1,2013,5,0,1,0,0,0
8.3,76504,0,1,2017,5,0,0,0,0,1
6.15,75763,0,1,2014,5,0,0,0,0,1
5.15,58028,0,1,2012,5,0,0,0,0,1
4.3,96909,0,1,2015,5,0,0,0,0,1
3.8,49229,0,1,2017,5,0,0,0,0,1
4.9,82113,0,1,2014,5,0,0,0,0,1
8.04,50140,0,1,2019,5,0,1,0,0,0
3.1,89034,0,1,2014,5,0,0,0,0,1
3.62,141692,0,1,2014,5,0,0,0,0,1
4.75,90000,0,1,2017,7,0,1,0,0,0
8.32,76407,0,2,2018,5,0,1,0,0,0
2.45,103535,0,1,2012,5,1,0,0,0,0
8.31,10048,0,1,2021,5,0,0,0,0,1
7.84,193707,0,1,2013,7,0,1,0,0,0
3.18,20987,1,1,2018,5,0,0,0,0,1
6.9,77000,0,1,2018,5,0,1,0,0,0
7.8,88000,0,1,2017,5,0,1,0,0,0
17.7,119000,1,1,2016,5,0,1,0,0,0
2.8,56000,0,1,2013,5,0,0,0,0,1
2.2,86000,0,1,2006,5,0,0,0,0,1
2.6,68000,0,1,2014,5,0,0,0,0,1
2.8,76000,0,1,2014,5,0,0,0,1,0
5.05,70354,1,2,2016,5,0,0,0,0,1
2.1,117000,0,1,2009,5,0,0,0,0,1
9.8,65000,0,1,2019,5,0,1,0,0,0
5.49,46865,0,1,2017,5,0,0,0,0,1
5.42,77932,0,2,2015,5,0,1,0,0,0
