car_prices_in_rupee,kms_driven,transmission,ownership,manufacture,Seats,fuel_type_Cng,fuel_type_Diesel,fuel_type_Electric,fuel_type_Lpg,fuel_type_Petrol
3.25,60000,0,2,2011,5,0,0,0,0,1
3.6,59000,0,1,2013,5,0,0,0,0,1
2.45,61000,0,1,2014,5,0,0,0,0,1
15,52000,1,2,2013,5,0,0,0,0,1
5.85,41000,0,1,2016,5,0,0,0,0,1
4.95,40008,0,1,2014,5,0,0,0,0,1
12.25,38170,0,1,2019,5,0,0,0,0,1
7.25,47000,0,1,2016,5,0,1,0,0,0
9.75,42332,0,1,2018,5,0,1,0,0,0
2.85,34000,0,1,2012,5,0,0,0,0,1
5.5,13000,0,1,2017,5,0,0,0,0,1
11.25,10000,1,1,2021,5,0,0,0,0,1
3.99,37000,0,1,2012,5,0,0,0,0,1
10,39000,1,2,2017,5,0,0,0,0,1
9.95,129000,1,1,2016,5,0,1,0,0,0
19.21,20000,1,1,2021,5,0,0,0,0,1
3.99,39000,0,1,2013,5,0,0,0,0,1
4.65,72000,0,1,2017,5,1,0,0,0,0
11,63000,1,1,2017,5,0,1,0,0,0
25.5,66000,1,1,2016,5,0,1,0,0,0
19.5,27000,1,2,2016,5,0,0,0,0,1
6.5,94000,1,1,2016,5,0,0,0,0,1
8.9,26000,0,1,2019,5,0,0,0,0,1
11.25,1199,0,1,2021,5,0,0,0,0,1
19.75,83800,1,2,2013,7,0,1,0,0,0
5.45,75000,0,1,2016,5,0,1,0,0,0
2.25,13000,0,1,2012,5,0,0,0,0,1
6.25,43136,0,1,2017,5,0,0,0,0,1
3.45,32000,0,2,2013,5,0,0,0,0,1
16.75,50000,1,1,2014,5,0,1,0,0,0
7.35,58000,1,1,2016,5,0,0,0,0,1
1.58,86108,0,1,2006,5,0,0,0,0,1
2.5,55630,0,1,2011,5,0,0,0,0,1
1.34,63723,0,1,2010,5,0,0,0,0,1
13.25,33000,1,2,2014,5,0,1,0,0,0
3.4,75270,0,1,2016,5,1,0,0,0,0
2.64,80502,0,3,2011,5,0,0,0,0,1
2.24,39520,0,1,2013,5,0,0,0,0,1
18,38000,1,1,2017,5,0,0,0,0,1
4.63,116509,0,2,2012,7,0,1,0,0,0
10.85,76398,1,2,2012,5,0,1,0,0,0
26.74,36000,1,1,2017,5,0,1,0,0,0
6.04,64803,0,1,2016,5,0,1,0,0,0
2.52,34453,0,1,2010,5,0,0,0,0,1
5.75,17348,1,2,2017,5,0,0,0,0,1
14.65,51000,1,2,2013,5,0,1,0,0,0
5.65,58000,0,1,2014,5,0,0,0,0,1
6,102732,0,1,2018,5,0,1,0,0,0
4,90592,1,1,2013,5,0,0,0,0,1
15.5,10000,1,1,2022,5,0,0,1,0,0
3.25,65000,0,2,2015,5,0,0,0,0,1
16.25,59000,1,1,2018,5,0,1,0,0,0
4.95,42306,1,1,2015,5,0,0,0,0,1
4.65,26000,0,1,2014,5,0,0,0,0,1
1.6,71000,0,3,2009,5,0,0,0,0,1
11.75,44000,1,1,2010,4,0,0,0,0,1
4.7,19062,0,1,2015,5,0,0,0,0,1
8.35,28000,0,1,2018,5,0,0,0,0,1
3.9,28148,0,1,2014,5,0,0,0,0,1
3.98,83634,0,1,2013,5,0,1,0,0,0
7.11,36845,0,1,2016,7,0,0,0,0,1
7.81,57000,1,1,2015,5,0,0,0,0,1
8.25,43417,0,1,2015,5,0,0,0,0,1
7.75,4800,1,1,2019,5,0,0,0,0,1
3,58955,0,1,2014,5,0,0,0,0,1
20.25,30000,1,2,2015,5,0,1,0,0,0
9.11,45005,0,1,2016,5,0,0,0,0,1
5.99,42032,1,2,2016,7,0,1,0,0,0
4.36,89653,0,3,2014,7,0,1,0,0,0
26.5,67000,1,1,2017,7,0,1,0,0,0
6.25,75765,0,2,2014,7,0,0,0,0,1
12.5,74007,1,1,2015,5,0,0,0,0,1
5.9,63457,0,2,2013,7,0,1,0,0,0
6.25,57000,1,2,2016,5,0,0,0,0,1
3.75,52217,0,2,2017,5,0,0,0,0,1
15.95,28000,1,1,2019,5,0,0,0,0,1
2.85,69000,1,1,2009,5,0,0,0,0,1
3.93,71033,0,2,2014,5,0,1,0,0,0
1.99,92860,0,1,2008,5,0,1,0,0,0
14.95,48000,1,1,2013,5,0,1,0,0,0
22.5,76000,1,1,2013,7,0,1,0,0,0
11.15,26000,1,1,2020,5,0,0,0,0,1
6.99,23000,0,1,2016,7,0,0,0,0,1
3,77132,0,1,2012,5,0,0,0,0,1
5.75,52000,1,2,2015,5,0,1,0,0,0
4.75,30000,0,1,2016,5,0,0,0,0,1
10.35,58000,0,1,2016,7,0,1,0,0,0
1.35,118971,1,2,2008,5,0,1,0,0,0
6.24,51000,1,1,2016,5,0,0,0,0,1
1.65,103000,0,3,2008,5,0,0,0,0,1
3.49,48150,0,1,2014,5,0,0,0,0,1
20.5,65000,1,1,2017,5,0,1,0,0,0
1.55,78598,0,3,2008,5,0,0,0,0,1
5.15,53633,0,1,2016,5,0,0,0,0,1
15.11,60000,1,1,2013,5,0,0,0,0,1
14.9,6701,1,1,2021,5,0,0,0,0,1
9.95,36000,0,1,2017,5,0,0,0,0,1
19.5,63000,1,1,2015,7,0,1,0,0,0
10,70000,1,1,2017,5,0,0,0,0,1
2.73,71760,1,1,2010,5,0,0,0,0,1
1.45,41000,0,1,2008,5,0,0,0,0,1
9.13,84612,1,1,2014,5,0,1,0,0,0
18.65,70000,1,1,2015,5,0,1,0,0,0
5.93,124183,0,1,2017,5,0,1,0,0,0
7.65,33647,0,1,2015,7,0,1,0,0,0
4.35,96000,0,2,2014,5,0,1,0,0,0
29.25,42000,1,1,2017,5,0,1,0,0,0
17.25,12800,1,1,2020,5,0,0,0,0,1
2.01,72504,0,2,2009,5,0,0,0,0,1
3.41,47756,0,1,2016,5,1,0,0,0,0
3.9,80425,0,1,2015,5,0,0,0,0,1
1.4,41643,0,1,2008,5,0,0,0,0,1
3.75,37125,0,1,2011,5,0,0,0,0,1
5.7,34511,0,2,2015,5,0,0,0,0,1
3.52,87013,0,3,2013,5,0,0,0,0,1
2.71,149232,0,1,2010,5,0,0,0,0,1
2.54,82145,0,3,2012,5,0,0,0,0,1
15.45,28000,0,1,2020,4,0,1,0,0,0
2.82,75805,0,1,2011,5,0,1,0,0,0
12.15,13093,1,1,2022,5,0,0,0,0,1
3.99,47330,0,1,2013,5,0,0,0,0,1
8.81,21000,1,1,2018,5,0,0,0,0,1
29.29,59000,1,2,2017,7,0,1,0,0,0
5.5,48230,0,1,2017,5,0,0,0,0,1
3.15,69240,0,1,2013,5,0,0,0,0,1
17.4,18000,1,1,2021,4,0,1,0,0,0
5.95,79000,1,1,2014,5,0,0,0,0,1
3.5,109100,0,2,2011,5,0,0,0,0,1
6.85,33000,0,1,2016,7,0,0,0,0,1
10,900,0,1,2022,5,0,0,0,0,1
7.65,49000,0,1,2016,5,0,0,0,0,1
5.8,55000,0,1,2015,5,0,0,0,0,1
6.36,17700,0,2,2017,5,0,0,0,0,1
13.5,90000,1,3,2007,8,0,0,0,0,1
1.8,55700,0,3,2009,5,0,0,0,1,0
1.99,102000,1,2,2009,5,0,0,0,0,1
2.75,101000,0,1,2010,5,0,0,0,0,1
22,72000,1,1,2015,5,0,1,0,0,0
6.75,39000,1,1,2020,5,0,0,0,0,1
3.85,72000,0,1,2015,5,1,0,0,0,0
1.9,91717,0,2,2009,5,0,0,0,0,1
3.31,60000,0,1,2015,5,0,0,0,0,1
3.17,61828,0,1,2013,5,0,0,0,0,1
2.38,98554,0,1,2012,5,0,0,0,0,1
4.62,112696,0,2,2013,7,0,0,0,0,1
29.5,11000,1,1,2017,5,0,1,0,0,0
24.18,9329,1,1,2013,5,0,1,0,0,0
6.66,64419,0,1,2017,5,0,1,0,0,0
26.74,68000,1,1,2013,5,0,1,0,0,0
5.63,91892,0,1,2016,5,0,1,0,0,0
4.79,50827,0,2,2015,5,0,0,0,0,1
5.53,69167,0,1,2015,5,0,0,0,0,1
4,25000,0,2,2018,5,1,0,0,0,0
11.82,35343,0,1,2021,5,0,1,0,0,0
29.5,41000,1,1,2017,5,0,1,0,0,0
2.36,100527,0,1,2012,5,0,0,0,0,1
3.67,54239,1,1,2020,5,0,0,1,0,0
3.13,26457,0,3,2018,5,0,0,0,0,1
21.74,97000,1,2,2014,7,0,1,0,0,0
4.86,67231,0,1,2014,7,1,0,0,0,0
1.21,74228,0,1,2008,5,0,0,0,1,0
4.51,55362,0,1,2017,5,1,0,0,0,0
9.41,58000,1,1,2015,5,0,1,0,0,0
1.79,80896,1,3,2010,5,0,0,0,0,1
17.75,36398,0,1,2021,4,0,1,0,0,0
3.75,50227,0,1,2014,5,1,0,0,0,0
6.95,17359,0,1,2016,5,0,0,0,0,1
12.7,2263,0,1,2022,5,0,0,0,0,1
6.65,81437,1,1,2014,5,0,0,0,0,1
24.74,34000,1,1,2016,5,0,1,0,0,0
19.25,80228,1,2,2014,5,0,1,0,0,0
7.15,65911,0,1,2016,5,0,1,0,0,0
7.95,39898,1,1,2018,5,0,0,0,0,1
8,25000,0,1,2020,7,0,1,0,0,0
6.75,10218,0,1,2019,5,0,0,0,0,1
3.05,88119,1,2,2009,5,0,0,0,0,1
21.85,64000,1,2,2017,5,0,1,0,0,0
10.08,14572,0,1,2021,5,0,0,0,0,1
4.21,66512,0,2,2014,5,0,1,0,0,0
5.65,66357,1,2,2014,5,0,0,0,0,1
11.65,60000,1,3,2012,5,0,1,0,0,0
5.66,91865,0,1,2011,8,0,1,0,0,0
17.85,31409,0,1,2020,5,0,1,0,0,0
2.45,76247,0,1,2010,5,0,0,0,0,1
19.11,52000,1,1,2016,5,0,0,0,0,1
3.61,48267,0,1,2011,5,0,0,0,0,1
9.45,31441,1,1,2017,5,0,0,0,0,1
3.65,59564,0,1,2011,5,0,1,0,0,0
8.4,80000,1,2,2014,5,0,0,0,0,1
2.85,65115,0,2,2010,5,0,0,0,0,1
4.65,46149,0,2,2015,5,0,0,0,0,1
3.21,65598,0,1,2010,5,0,0,0,0,1
5.65,72350,0,1,2014,5,0,1,0,0,0
7.25,18959,0,1,2018,5,0,0,0,0,1
4.21,80078,0,1,2013,5,0,0,0,0,1
6.5,58000,1,2,2011,5,0,1,0,0,0
6.49,49613,0,1,2017,5,0,0,0,0,1
8.3,80002,0,1,2019,5,0,1,0,0,0
9.8,16194,0,1,2020,5,0,0,0,0,1
12.35,55617,1,1,2020,5,0,0,0,0,1
9.4,38409,0,1,2019,5,0,0,0,0,1
3.25,68045,1,1,2014,5,0,0,0,0,1
9.26,7342,0,1,2019,5,0,0,0,0,1
9.45,27914,1,1,2017,5,0,0,0,0,1
12.6,8639,1,1,2021,5,0,0,0,0,1
11.85,11069,1,1,2021,5,0,0,0,0,1
9.69,73971,1,1,2018,5,0,0,0,0,1
5.15,70379,0,1,2017,5,0,0,0,0,1
9.99,19108,0,1,2021,5,0,0,0,0,1
8.99,37842,0,1,2018,5,0,0,0,0,1
2.25,120000,0,1,2007,7,0,1,0,0,0
25,35500,1,2,2021,5,0,1,0,0,0
8.9,57826,1,2,2017,5,0,0,0,0,1
6.25,91216,0,1,2017,5,0,1,0,0,0
9.99,13731,0,1,2021,5,0,0,0,0,1
7.5,60477,0,1,2017,5,0,0,0,0,1
6.39,105911,1,1,2017,5,0,1,0,0,0
9.25,18072,0,2,2019,5,0,0,0,0,1
6.99,53608,0,1,2018,5,0,0,0,0,1
7.99,17790,0,1,2021,5,0,0,0,0,1
6.69,24154,0,1,2020,5,0,0,0,0,1
3,24744,0,1,2016,5,0,0,0,0,1
5.78,38985,0,2,2020,5,0,0,0,0,1
3.28,41050,0,1,2014,5,0,0,0,0,1
3.68,61714,0,1,2017,5,0,0,0,0,1
8.74,20092,0,1,2020,5,0,0,0,0,1
6.76,74811,0,1,2021,5,0,0,0,0,1
9.79,8702,0,1,2019,7,0,0,0,0,1
6.1,34039,0,1,2019,5,0,0,0,0,1
6.7,98285,1,2,2016,5,0,0,0,0,1
13.5,72000,0,1,2018,5,0,1,0,0,0
4.8,50000,0,1,2020,5,0,0,0,0,1
19.55,120000,1,1,2018,5,0,0,0,0,1
10.74,76813,0,1,2018,7,0,1,0,0,0
1.25,80000,0,2,2011,5,0,0,0,0,1
18.9,43200,0,1,2017,5,0,1,0,0,0
6.5,42000,0,1,2020,5,0,0,0,0,1
1.8,195000,0,1,2013,4,0,1,0,0,0
16.5,12200,0,1,2021,5,0,1,0,0,0
6.9,23000,0,1,2021,5,0,0,0,0,1
8.45,70000,0,1,2015,5,0,1,0,0,0
9.25,75000,0,2,2016,5,0,1,0,0,0
6.1,72521,0,1,2018,5,0,0,0,0,1
11.5,37233,0,1,2020,5,0,1,0,0,0
5.5,2682,1,1,2020,5,0,0,0,0,1
4.1,115000,0,1,2016,5,0,1,0,0,0
10.95,74000,0,1,2019,5,0,1,0,0,0
6.4,25102,0,1,2019,4,0,0,0,0,1
8,60000,0,1,2019,7,0,1,0,0,0
5.5,113000,0,1,2011,5,0,1,0,0,0
6.5,37800,0,1,2018,7,0,0,0,0,1
1.58,56000,1,1,2018,5,0,1,0,0,0
3,100000,0,2,2012,7,0,1,0,0,0
30.5,250,1,1,2022,5,0,1,0,0,0
1.51,80000,0,3,2010,5,0,0,0,0,1
8.4,3731,0,1,2021,6,0,0,0,0,1
11.25,4028,0,1,2021,7,0,0,0,0,1
6.5,70000,0,1,2016,5,0,1,0,0,0
3.3,65000,0,1,2019,5,0,0,0,0,1
1.7,73000,0,2,2010,5,0,0,0,1,0
5.25,77200,0,1,2014,7,0,1,0,0,0
1.17,15000,1,2,2020,5,0,1,0,0,0
14.5,120000,1,4,2013,5,0,1,0,0,0
3,45200,1,2,2016,5,0,0,0,0,1
4.25,75200,1,1,2013,5,0,0,0,0,1
2,80000,0,4,2013,7,0,0,0,0,1
4.5,160000,0,2,2013,5,0,1,0,0,0
4.75,65150,0,1,2017,7,0,0,0,0,1
4.6,80000,0,2,2014,7,0,1,0,0,0
9,50000,0,2,2017,5,0,1,0,0,0
8.5,108000,1,2,2015,7,0,1,0,0,0
1.29,139000,0,3,2006,7,0,0,0,0,1
2.9,120000,0,2,2011,5,0,1,0,0,0
4.5,80105,1,2,2016,5,0,1,0,0,0
8.75,60000,0,1,2019,5,0,1,0,0,0
2.5,70000,0,1,2017,5,0,0,0,0,1
3.75,110000,1,1,2014,5,0,0,0,0,1
2.4,120000,0,2,2009,5,0,1,0,0,0
7.25,72568,0,1,2017,5,0,1,0,0,0
1.92,40000,1,1,2019,5,0,0,0,0,1
1.05,81000,0,1,2009,5,0,0,0,0,1
3.65,30000,0,1,2017,5,0,0,0,0,1
8,100000,0,2,2019,5,0,1,0,0,0
9.25,85680,0,1,2017,5,0,1,0,0,0
7.25,61548,0,1,2016,5,0,0,0,0,1
30,25000,1,1,2019,5,0,1,0,0,0
1.4,100000,0,4,2009,5,0,0,0,0,1
4.25,80000,0,1,2016,5,0,1,0,0,0
7,5000,0,1,2021,5,0,0,0,0,1
6.9,84250,0,2,2017,8,0,1,0,0,0
1.8,120000,0,3,2002,5,0,1,0,0,0
8,35000,0,1,2020,5,0,0,0,0,1
21.5,37000,1,2,2015,5,0,1,0,0,0
5.65,72000,0,1,2016,5,0,0,0,0,1
8.45,72000,0,1,2019,5,0,1,0,0,0
4.5,80250,0,2,2014,5,0,1,0,0,0
5.2,75000,0,1,2016,5,0,1,0,0,0
7,48763,1,1,2018,5,0,0,0,0,1
7.25,34142,0,1,2016,5,0,1,0,0,0
6.75,25000,0,1,2019,7,0,0,0,0,1
7,25000,0,1,2021,7,0,0,0,0,1
7.7,70000,0,2,2019,5,0,0,0,0,1
6.5,21000,0,1,2020,5,0,0,0,0,1
5.7,40000,0,1,2020,5,0,0,0,0,1
3.15,40000,0,1,2014,5,0,0,0,0,1
25.75,65500,1,1,2015,7,0,1,0,0,0
5.8,90000,0,1,2014,5,0,1,0,0,0
1.5,179000,0,2,2009,7,0,0,0,0,1
5.1,40000,0,1,2016,7,0,1,0,0,0
1.69,27000,1,1,2019,5,0,1,0,0,0
5.25,70000,0,3,2016,5,0,0,0,0,1
4.99,40000,0,1,2015,5,0,0,0,0,1
5.95,40000,0,2,2015,5,0,0,0,0,1
5.36,30000,0,1,2018,7,0,0,0,0,1
10.95,66000,0,1,2017,5,0,1,0,0,0
12,80000,1,2,2012,5,0,0,0,0,1
7.2,6200,0,1,2022,2,0,0,0,0,1
4.7,20000,0,2,2021,4,0,0,0,0,1
6.5,20000,0,1,2020,5,0,0,0,0,1
1.5,60000,0,3,2006,5,0,0,0,0,1
11.5,120000,0,1,2019,4,0,1,0,0,0
1.25,85000,0,2,2006,5,0,0,0,0,1
17,25000,1,1,2019,5,0,0,0,0,1
1.77,1400,1,1,2022,7,0,1,0,0,0
6.5,65500,0,1,2017,7,0,1,0,0,0
1.7,380000,0,4,2008,8,0,1,0,0,0
7,50000,0,2,2016,5,0,1,0,0,0
3.9,40000,0,1,2019,5,0,0,0,0,1
3.78,5000,0,1,2021,5,0,0,0,0,1
5.5,90000,0,1,2016,5,0,1,0,0,0
4.9,100000,0,1,2004,8,0,1,0,0,0
2.9,50000,0,3,2018,8,0,0,0,0,1
3.5,110000,0,4,2010,5,0,1,0,0,0
4.8,120000,1,2,2012,5,0,1,0,0,0
4.75,116000,0,1,2015,5,0,1,0,0,0
4.26,25000,1,1,2017,7,0,0,0,0,1
14,75000,1,2,2017,5,0,1,0,0,0
4,120000,0,4,2013,5,0,1,0,0,0
1.2,70000,0,2,2004,5,0,0,0,0,1
1.6,90000,0,1,2009,5,0,0,0,0,1
1,120000,0,4,2010,5,0,0,0,0,1
4.3,25000,0,1,2020,7,0,0,0,0,1
1.75,263000,0,1,2004,5,0,0,0,0,1
2.7,110000,0,1,2017,5,0,0,0,0,1
4,10000,0,3,2018,5,0,0,0,0,1
1,137535,0,1,2007,5,0,0,0,1,0
3.7,90000,0,2,2015,5,0,1,0,0,0
4.03,35000,0,1,2021,5,1,0,0,0,0
16,40000,0,1,2019,5,0,1,0,0,0
5.2,39000,0,1,2020,5,0,0,0,0,1
15.9,73200,1,1,2018,5,0,1,0,0,0
9.9,88500,0,1,2017,5,0,1,0,0,0
3.6,49000,0,1,2018,5,0,0,0,0,1
7.4,45000,0,1,2018,5,0,0,0,0,1
1.81,114862,0,1,2008,5,0,0,0,0,1
9.5,147947,0,1,2015,5,0,1,0,0,0
9.47,4391,1,1,2022,5,0,0,0,0,1
4.45,38738,0,1,2016,5,0,0,0,0,1
6.35,85762,0,1,2015,5,0,1,0,0,0
7.82,27987,0,1,2022,5,0,0,0,0,1
3.02,141918,0,1,2010,5,0,0,0,0,1
7.23,39558,0,1,2021,5,0,0,0,0,1
3.44,68456,0,2,2013,5,0,1,0,0,0
3.4,86000,0,1,2011,5,0,1,0,0,0
4.4,29782,0,1,2021,5,0,0,0,0,1
1.15,95046,0,2,2011,8,0,0,0,0,1
4.96,133053,0,1,2016,5,0,1,0,0,0
4.62,151537,1,2,2013,8,0,1,0,0,0
4.4,91437,0,1,2017,5,0,0,0,0,1
1.78,11615,0,1,2015,5,0,0,0,0,1
11.21,85471,1,2,2012,5,0,1,0,0,0
3.4,82591,0,1,2013,5,0,0,0,0,1
7.25,73000,0,1,2017,5,0,1,0,0,0
4.21,68000,0,1,2012,5,0,1,0,0,0
1.28,73592,0,2,2010,5,0,0,0,1,0
2.48,114361,0,5,2009,5,0,0,0,0,1
5.16,84193,0,2,2014,5,0,1,0,0,0
5.25,57000,0,2,2017,5,0,0,0,0,1
5.93,48727,0,1,2014,5,0,0,0,0,1
10.43,6510,0,1,2022,5,0,0,0,0,1
6.65,33088,0,1,2021,5,0,0,0,0,1
2.45,151434,0,3,2011,5,0,1,0,0,0
5.47,21166,0,1,2017,5,0,0,0,0,1
2.51,106647,0,2,2012,5,0,1,0,0,0
2.76,37930,0,4,2014,8,0,0,0,0,1
3.01,128281,0,1,2014,5,0,0,0,0,1
4.69,168062,0,3,2010,7,0,1,0,0,0
4.93,13333,1,1,2019,5,0,0,0,0,1
2.59,151026,0,2,2014,5,0,1,0,0,0
3.93,134521,1,2,2011,5,0,1,0,0,0
2.9,132996,0,2,2012,5,0,1,0,0,0
12.92,19534,0,1,2020,5,0,0,0,0,1
6.44,88673,0,1,2019,5,0,0,0,0,1
10.93,32272,1,1,2020,5,0,0,0,0,1
4.33,26850,0,2,2017,5,0,0,0,0,1
2.46,21796,0,1,2015,5,0,0,0,0,1
2.69,118881,0,1,2012,5,0,1,0,0,0
7.75,32039,0,2,2018,7,0,0,0,0,1
5.37,124763,0,1,2017,7,0,0,0,0,1
6.95,201197,0,3,2015,5,0,1,0,0,0
8.51,81672,0,2,2015,5,0,1,0,0,0
7.32,20248,0,1,2021,5,0,0,0,0,1
2.21,73639,0,1,2012,5,0,0,0,0,1
1.55,82028,0,2,2010,5,0,0,0,0,1
3.87,32375,0,4,2016,5,0,0,0,0,1
4.75,182048,0,1,2015,8,0,1,0,0,0
13.28,158108,1,1,2014,5,0,1,0,0,0
11.3,74176,0,1,2016,5,0,1,0,0,0
9.04,17805,0,2,2020,5,0,0,0,0,1
1.31,105209,0,1,2009,5,0,0,0,0,1
3.7,93411,0,2,2014,5,0,1,0,0,0
14.52,51954,0,1,2019,5,0,1,0,0,0
3.86,199085,0,1,2013,5,0,1,0,0,0
2.47,213709,0,1,2011,5,0,0,0,0,1
2.65,134698,0,1,2013,5,0,1,0,0,0
1.07,82983,0,1,2012,4,0,1,0,0,0
2.96,81678,0,1,2013,6,0,0,0,0,1
7.82,46994,0,1,2018,7,0,1,0,0,0
7.29,19528,0,1,2016,5,0,0,0,0,1
7.25,68315,0,2,2017,5,0,1,0,0,0
5.82,69720,0,1,2017,5,0,0,0,0,1
5.15,110655,0,1,2016,5,0,1,0,0,0
1.07,87100,0,2,2009,5,0,0,0,1,0
3.19,124012,0,2,2013,5,0,1,0,0,0
1.34,92251,0,2,2010,7,0,1,0,0,0
3.99,141083,0,1,2014,5,0,1,0,0,0
3.25,61802,0,2,2014,5,0,0,0,0,1
2.31,147215,0,3,2015,5,0,1,0,0,0
4.43,74295,0,1,2017,5,0,0,0,0,1
3.49,66290,0,2,2017,5,0,0,0,0,1
8.22,92485,0,1,2018,5,0,1,0,0,0
5.36,57563,0,1,2018,5,0,0,0,0,1
2.25,30675,0,1,2011,5,0,0,0,0,1
3.37,58835,0,1,2013,5,0,0,0,0,1
2.58,122571,0,3,2013,5,0,1,0,0,0
4.07,116064,0,2,2013,5,0,1,0,0,0
1.58,128396,0,1,2012,4,0,1,0,0,0
1.52,47000,1,2,2017,5,0,0,0,0,1
1.75,10000,1,1,2019,5,0,0,0,0,1
2.55,37275,0,1,2014,5,0,0,0,0,1
5,53931,0,1,2018,5,0,0,0,0,1
3.47,73818,0,1,2014,6,0,1,0,0,0
6.9,27200,1,1,2017,5,0,0,0,0,1
7.72,46365,0,1,2017,5,0,1,0,0,0
8.72,82496,0,1,2019,5,0,0,0,0,1
6.51,73656,1,1,2016,7,0,1,0,0,0
5.43,92530,0,1,2016,5,0,1,0,0,0
6.58,68364,0,2,2017,5,0,1,0,0,0
12.61,30224,0,1,2018,5,0,0,0,0,1
5.85,88658,0,1,2017,6,0,0,0,0,1
10.53,26396,0,1,2020,5,0,0,0,0,1
7.46,60020,0,1,2017,5,0,1,0,0,0
2.68,55107,0,1,2014,5,0,0,0,0,1
12.43,3925,1,1,2022,5,0,0,0,0,1
3.23,21949,0,1,2017,5,0,0,0,0,1
5,41899,0,1,2016,5,0,0,0,0,1
17.5,39356,1,1,2015,5,0,1,0,0,0
13.75,40000,1,1,2013,5,0,1,0,0,0
3.15,30555,0,1,2016,5,0,0,0,0,1
4.78,119878,0,1,2015,5,0,1,0,0,0
2.43,84557,0,1,2011,7,0,0,0,0,1
5.36,96528,0,1,2017,5,0,1,0,0,0
11.24,44081,0,1,2017,5,0,1,0,0,0
7.75,6494,1,1,2021,5,0,0,0,0,1
3.4,118631,0,1,2014,5,0,1,0,0,0
3.51,47133,0,1,2018,5,0,0,0,0,1
4.56,94025,0,1,2017,5,0,0,0,0,1
5.02,68841,0,1,2016,5,0,0,0,0,1
10.46,31952,1,1,2019,5,0,0,0,0,1
11.3,66518,0,2,2019,5,0,1,0,0,0
10.53,26684,1,2,2019,5,0,0,0,0,1
7.9,38280,0,1,2015,5,0,1,0,0,0
3.77,96392,0,1,2017,7,0,0,0,0,1
2.86,92613,0,1,2011,5,0,0,0,0,1
11.78,40011,0,1,2018,5,0,1,0,0,0
5.33,98772,0,2,2015,5,0,1,0,0,0
3.5,38931,0,1,2013,5,0,1,0,0,0
4.27,82392,0,1,2017,7,0,1,0,0,0
5.72,96805,0,1,2017,5,0,1,0,0,0
9.98,68307,0,1,2018,5,0,1,0,0,0
3.75,30404,0,1,2016,5,0,0,0,0,1
6.3,36438,0,2,2018,7,0,0,0,0,1
3.76,115206,0,1,2015,5,0,1,0,0,0
6.23,104537,0,1,2015,7,0,1,0,0,0
16.13,29827,1,2,2019,5,0,0,0,0,1
15.75,55000,1,1,2017,7,0,1,0,0,0
24.5,68000,1,1,2016,7,0,1,0,0,0
28.75,80000,1,1,2018,5,0,1,0,0,0
19.45,55000,1,1,2019,5,0,1,0,0,0
2.3,67885,0,1,2013,5,0,0,0,0,1
16.5,28000,1,1,2021,5,0,0,0,0,1
2.3,48421,0,1,2013,5,0,0,0,0,1
4.25,49000,0,1,2014,5,0,0,0,0,1
4.5,75000,0,1,2013,5,0,1,0,0,0
4.71,6357,0,1,2017,5,0,0,0,0,1
10.24,24237,0,1,2022,7,0,1,0,0,0
5.89,10282,0,1,2020,5,0,0,0,0,1
17.1,111337,1,1,2018,5,0,1,0,0,0
9.82,64104,0,1,2019,5,0,1,0,0,0
5.6,42234,0,2,2016,5,0,1,0,0,0
14.75,80000,1,3,2015,5,0,1,0,0,0
5.02,2294,0,1,2022,5,0,0,0,0,1
6.31,38736,0,1,2020,5,0,0,0,0,1
3.81,130432,0,1,2014,7,0,1,0,0,0
11.5,10000,0,1,2021,5,0,0,0,0,1
9.95,68000,1,3,2011,5,0,1,0,0,0
2.25,38000,0,1,2011,5,0,0,0,0,1
21,35000,1,1,2015,7,0,1,0,0,0
6.5,65000,0,1,2019,5,0,0,0,0,1
15.85,12001,0,1,2022,7,0,1,0,0,0
14.25,36000,1,2,2020,5,0,1,0,0,0
18.75,43000,1,2,2014,5,0,1,0,0,0
13,56500,1,1,2014,5,0,1,0,0,0
10,63500,1,1,2017,5,0,1,0,0,0
28.5,38500,1,1,2018,5,0,1,0,0,0
8.9,65000,0,1,2015,5,0,1,0,0,0
9.25,44500,1,1,2019,5,0,1,0,0,0
9.75,15500,0,1,2022,5,0,1,0,0,0
1,20500,1,1,2022,5,0,1,0,0,0
18.5,64593,1,3,2014,7,0,1,0,0,0
22,63203,1,2,2015,4,0,1,0,0,0
29,60500,1,1,2017,7,0,1,0,0,0
6,43000,0,2,2014,7,0,1,0,0,0
3.07,31458,0,1,2021,5,0,0,0,0,1
5.25,70372,0,1,2013,4,0,1,0,0,0
1.9,129325,0,1,2012,5,1,0,0,0,0
16,94002,1,2,2014,5,0,1,0,0,0
11.9,90004,1,3,2014,5,0,1,0,0,0
23.5,47000,1,1,2017,5,0,0,0,0,1
29,83005,1,2,2014,5,0,1,0,0,0
4.75,62500,0,1,2015,5,0,1,0,0,0
12.9,67000,1,2,2013,5,0,0,0,0,1
4.41,39889,0,2,2017,5,0,0,0,0,1
5.25,43000,0,1,2016,5,0,1,0,0,0
17.25,2400,1,1,2022,4,0,0,0,0,1
22.9,79004,1,2,2012,5,0,1,0,0,0
8.75,99300,1,2,2015,5,0,0,0,0,1
21.9,80000,1,2,2014,5,0,1,0,0,0
